Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.704E-3,48.524667284,0.693645138,0.263157895,0.484939759,0
2.73033E-3,48.797700121,0.697153098,0.261654135,0.487951807,0
2.73033E-3,49.070732958,0.697153098,0.258646617,0.487951807,0
2.73415E-3,49.344147658,0.697658632,0.258646617,0.493975904,0
2.73812E-3,49.61795959,0.698183616,0.257142857,0.496987952,0
2.73812E-3,50.165583456,0.698183616,0.252631579,0.496987952,0
2.74087E-3,50.439670112,0.698546159,0.252631579,0.506024096,0
2.75669E-3,50.715339113,0.70062586,0.25112782,0.506024096,0
2.75715E-3,50.991054401,0.700686479,0.24962406,0.509036145,0
2.75758E-3,51.542528133,0.700742987,0.246616541,0.515060241,0
2.75869E-3,51.818396762,0.700887214,0.245112782,0.518072289,0
2.76602E-3,52.094998491,0.701845032,0.243609023,0.521084337,0
2.78257E-3,52.373255633,0.703996614,0.242105263,0.524096386,0
2.78308E-3,52.651563411,0.704062182,0.240601504,0.527108434,0
2.78308E-3,52.929871189,0.704062182,0.237593985,0.527108434,0
2.79398E-3,53.20926908,0.705470232,0.237593985,0.53313253,0
2.7987E-3,53.768536728,0.706077642,0.234586466,0.539156627,0
2.80072E-3,54.048608471,0.706337265,0.233082707,0.542168675,0
2.80206E-3,54.328814788,0.706510112,0.231578947,0.542168675,0
2.81265E-3,54.610079475,0.707865947,0.230075188,0.545180723,0
2.81272E-3,54.891351834,0.707875754,0.228571429,0.545180723,0
2.8176E-3,55.173111723,0.708498178,0.227067669,0.548192771,0
2.82561E-3,55.455672766,0.709518126,0.22556391,0.551204819,0
2.82931E-3,55.738603523,0.709987604,0.22406015,0.554216867,0
2.84076E-3,56.022679353,0.711436855,0.222556391,0.557228916,0
2.84177E-3,56.306856374,0.711564578,0.221052632,0.560240964,0
2.84889E-3,57.444276883,0.712462198,0.215037594,0.572289157,0
2.84889E-3,57.729166329,0.712462198,0.212030075,0.572289157,0
2.85233E-3,58.014399543,0.712894328,0.212030075,0.578313253,0
2.85233E-3,58.299632757,0.712894328,0.209022556,0.578313253,0
2.85859E-3,58.585491542,0.713679033,0.209022556,0.584337349,0
2.85954E-3,58.871445785,0.713798584,0.207518797,0.587349398,0
2.86042E-3,59.729396059,0.713908181,0.203007519,0.596385542,0
2.86341E-3,60.015737376,0.714282845,0.201503759,0.59939759,0
2.87078E-3,60.302814957,0.715201711,0.2,0.602409639,0
2.87273E-3,60.877165551,0.715445115,0.196992481,0.608433735,0
2.87368E-3,61.16453395,0.715563841,0.195488722,0.611445783,0
2.87578E-3,61.452111632,0.715824156,0.193984962,0.614457831,0
2.88296E-3,61.740407411,0.716715551,0.192481203,0.61746988,0
2.88323E-3,62.028730114,0.716748917,0.190977444,0.620481928,0
2.88332E-3,62.317062582,0.716761019,0.189473684,0.623493976,0
2.89268E-3,62.60633072,0.717918111,0.187969925,0.626506024,0
2.89371E-3,62.895701764,0.718045082,0.186466165,0.629518072,0
2.89371E-3,69.261864741,0.718045082,0.151879699,0.629518072,0
2.89962E-3,69.551826775,0.718773162,0.151879699,0.698795181,0
2.90049E-3,69.841875767,0.718880133,0.15037594,0.701807229,0
2.9054E-3,70.132415573,0.719483143,0.14887218,0.704819277,0
2.90839E-3,70.423254778,0.719850346,0.147368421,0.707831325,0
2.90907E-3,70.714161513,0.719933102,0.145864662,0.710843373,0
2.90999E-3,71.296067199,0.720046073,0.142857143,0.71686747,0
2.91361E-3,71.587428125,0.72048907,0.141353383,0.719879518,0
2.92113E-3,71.879541507,0.721407714,0.139849624,0.722891566,0
2.92113E-3,72.463768271,0.721407714,0.135338346,0.722891566,0
2.92241E-3,72.756009407,0.721563383,0.135338346,0.731927711,0
2.92241E-3,73.048250543,0.721563383,0.132330827,0.731927711,0
2.92363E-3,73.340613908,0.72171224,0.132330827,0.737951807,0
2.92943E-3,73.633556818,0.722416952,0.130827068,0.737951807,0
2.93094E-3,73.92665113,0.72260076,0.129323308,0.740963855,0
2.93374E-3,74.220024972,0.722939797,0.127819549,0.743975904,0
2.93834E-3,74.513858571,0.723496532,0.126315789,0.746987952,0
2.95436E-3,74.809294364,0.725427947,0.12481203,0.75,0
2.96507E-3,75.105801686,0.726712122,0.123308271,0.753012048,0
2.96662E-3,75.402464095,0.726897488,0.121804511,0.756024096,0
2.97084E-3,75.699547745,0.727400336,0.120300752,0.759036145,0
2.9726E-3,75.99680797,0.727610845,0.118796992,0.762048193,0
2.97359E-3,76.591427628,0.727729047,0.115789474,0.768072289,0
2.97845E-3,78.078710441,0.72830693,0.108270677,0.78313253,0
2.98231E-3,78.376941247,0.728765046,0.106766917,0.786144578,0
2.9847E-3,78.67541109,0.729048553,0.105263158,0.789156627,0
2.98495E-3,79.272375867,0.729078294,0.102255639,0.795180723,0
2.98754E-3,79.571129565,0.729384832,0.10075188,0.798192771,0
2.98807E-3,80.46744398,0.729447953,0.096240602,0.807228916,0
2.98924E-3,80.766368277,0.729586738,0.094736842,0.810240964,0
2.99274E-3,81.065642259,0.730000122,0.093233083,0.813253012,0
2.99607E-3,81.365248828,0.730392707,0.091729323,0.81626506,0
3.00414E-3,81.665663313,0.731343996,0.090225564,0.819277108,0
3.01482E-3,81.967145749,0.732596315,0.088721805,0.822289157,0
3.01644E-3,82.268789657,0.732785155,0.087218045,0.825301205,0
3.01644E-3,83.475365291,0.732785155,0.079699248,0.825301205,0
3.01706E-3,83.777071712,0.732858227,0.079699248,0.840361446,0
3.01732E-3,84.380510463,0.732888506,0.076691729,0.846385542,0
3.01732E-3,84.682242793,0.732888506,0.073684211,0.846385542,0
3.02105E-3,84.984347869,0.73332375,0.073684211,0.852409639,0
3.03357E-3,85.589809894,0.73478034,0.070676692,0.858433735,0
3.03357E-3,86.196523793,0.73478034,0.066165414,0.858433735,0
3.03613E-3,86.500136606,0.735077065,0.066165414,0.86746988,0
3.04078E-3,87.715052936,0.73561556,0.060150376,0.879518072,0
3.04658E-3,88.019710608,0.736285342,0.058646617,0.88253012,0
3.04773E-3,88.324483692,0.736418466,0.057142857,0.885542169,0
3.05315E-3,88.934571463,0.73704229,0.054135338,0.891566265,0
3.05391E-3,89.239962471,0.73713008,0.052631579,0.894578313,0
3.0598E-3,89.545942898,0.737807076,0.05112782,0.897590361,0
3.06144E-3,89.852086757,0.737994482,0.04962406,0.90060241,0
3.06722E-3,90.158808473,0.738656034,0.048120301,0.903614458,0
3.07328E-3,90.466136862,0.739348776,0.046616541,0.906626506,0
3.07715E-3,90.773852211,0.739789676,0.045112782,0.909638554,0
3.0781E-3,91.081662681,0.739897942,0.043609023,0.912650602,0
3.07827E-3,91.697300489,0.739917137,0.040601504,0.918674699,0
3.08788E-3,92.00608865,0.741008135,0.039097744,0.921686747,0
3.09264E-3,92.315352846,0.741546967,0.037593985,0.924698795,0
3.09805E-3,92.625157667,0.742157553,0.036090226,0.927710843,0
3.10018E-3,92.935175661,0.742397914,0.034586466,0.930722892,0
3.11151E-3,93.246326605,0.743671609,0.033082707,0.93373494,0
3.1128E-3,93.868757877,0.743816666,0.030075188,0.939759036,0
3.13081E-3,94.493119188,0.745826931,0.027067669,0.945783133,0
3.13734E-3,94.806852923,0.746551765,0.02556391,0.948795181,0
3.15176E-3,95.122029152,0.74814623,0.02406015,0.951807229,0
3.16562E-3,95.438590692,0.749668045,0.022556391,0.954819277,0
3.17109E-3,95.755699254,0.750266433,0.021052632,0.957831325,0
3.18783E-3,96.074482437,0.752089425,0.019548872,0.960843373,0
3.20108E-3,96.394590199,0.753521933,0.018045113,0.963855422,0
3.20108E-3,97.034805725,0.753521933,0.013533835,0.963855422,0
3.20537E-3,97.355342847,0.753984498,0.013533835,0.972891566,0
3.20603E-3,97.675946089,0.754055654,0.012030075,0.975903614,0
3.24483E-3,98.000429569,0.758195608,0.010526316,0.978915663,0
3.25166E-3,98.325595467,0.758916463,0.009022556,0.981927711,0
3.25271E-3,98.976032472,0.759027406,0.006015038,0.987951807,0
3.38212E-3,99.314244955,0.772291967,0.004511278,0.990963855,0
3.40386E-3,99.654630465,0.774446545,0.003007519,0.993975904,0
3.4537E-3,100,0.779311566,0.001503759,0.996987952,0
3.4537E-3,100,0.779311566,0,0.996987952,0
